Event_ID,Invitation_QR_ID,Event_Type,Total_Guests,Estimated_Food_Portions,Transport_Mode,Parking_Required,Estimated_Parking_Vehicles,Room_Required,Room_Type,Rooms_Required_Count,Stay_Duration_Days,RSVP_Status,Distance_km,Eco_Plate_Option,Food_Waste_Estimate_kg,Coming_From,Vehicle_Type,Arrival_Time_Slot,Parking_Zone,Checkin_Status
EVEKEDOP,QRZQG7N6,Birthday,555,514,Car,0,187,1,,124,1,Maybe,162,1,24.96,Madurai,None,Morning,D,Not Checked-In
EV22Y08G,QR9BILX5,Baby Shower,753,805,Car,1,298,0,Double,90,0,Attending,189,1,25.51,Chennai,None,Morning,C,Not Checked-In
EVBFEMT3,QRFP4JUK,Engagement,1113,1072,Walk,1,298,0,Family,93,3,Not Attending,280,0,39.68,Coimbatore,Car,Morning,C,Not Checked-In
EV3DDPQR,QR6RBE5R,Housewarming,636,621,Car,1,269,1,,46,0,Attending,113,0,6.37,Tirunelveli,Car,Evening,A,Not Checked-In
EVAMEGU1,QRL906L6,Baby Shower,883,865,Bus,1,296,0,,44,2,Maybe,60,1,24.94,Hyderabad,Bike,Afternoon,A,Not Checked-In
EVEJKKO0,QRLVS94N,Housewarming,891,868,Cab,0,232,1,,29,0,Maybe,142,0,41.07,Salem,None,Evening,C,Not Checked-In
EV5D03WA,QRBHVAUJ,Housewarming,1093,1184,Bike,0,440,0,,96,0,Attending,23,0,65.87,Coimbatore,Bike,Evening,B,Not Checked-In
EVYEV2O3,QRKW7J3T,Wedding,590,653,Bus,1,252,1,Double,4,1,Attending,175,0,61.69,Pondicherry,None,Evening,C,Not Checked-In
EV6RT501,QRMYPQUO,Engagement,448,524,Walk,1,222,1,Family,89,1,Not Attending,268,0,51.79,Erode,None,Afternoon,D,Not Checked-In
EVHRYZIS,QRKMJ1JE,Baby Shower,1167,1131,Cab,1,361,0,,93,0,Maybe,144,1,47.28,Erode,Bike,Afternoon,A,Not Checked-In
EV94NYE5,QRWB9OOF,Birthday,1044,1019,Car,1,516,0,Double,7,3,Attending,13,1,23.16,Tirunelveli,Bike,Afternoon,B,Not Checked-In
EVJQ2UKT,QRFSZLV9,Birthday,629,631,Car,0,197,0,Single,22,3,Maybe,187,1,20.29,Pondicherry,None,Morning,B,Not Checked-In
EVOV4T2J,QR2U1026,Engagement,759,838,Bus,0,364,0,Single,65,3,Not Attending,256,0,38.53,Pondicherry,Bike,Afternoon,B,Not Checked-In
EVRRQ8FY,QRZRFGPF,Engagement,806,897,Bus,0,224,1,,39,2,Attending,195,0,73.06,Coimbatore,Car,Evening,A,Not Checked-In
EV5GLDVG,QR0OTSO5,Engagement,656,628,Walk,0,258,1,Double,8,1,Not Attending,288,1,58.72,Chennai,None,Evening,A,Not Checked-In
EVKSXZIF,QRW2Q0VA,Birthday,927,917,Cab,1,431,1,,40,0,Maybe,176,1,34.42,Salem,Car,Morning,C,Not Checked-In
EVU2JK42,QRUQHQWL,Baby Shower,501,492,Bike,0,163,1,Family,4,0,Maybe,47,1,54.09,Hyderabad,Car,Evening,A,Not Checked-In
EVJTMN4U,QR303Q4B,Housewarming,1111,1093,Cab,0,427,0,Single,77,0,Not Attending,87,1,35.12,Coimbatore,None,Morning,B,Not Checked-In
EVG00FMQ,QRB2OAXU,Housewarming,927,940,Cab,0,337,1,,16,0,Maybe,159,0,71.08,Erode,Car,Evening,A,Not Checked-In
EVCC0EWV,QRA0I8BT,Anniversary,588,681,Cab,1,182,0,,60,0,Attending,294,0,42.78,Chennai,Bike,Evening,A,Not Checked-In
EVXSZHYI,QRUPNJIG,Wedding,415,399,Cab,1,204,1,Single,36,0,Attending,118,0,78.97,Madurai,None,Morning,D,Not Checked-In
EV4KJLU4,QRPITMQE,Wedding,528,617,Bike,0,154,1,Double,127,3,Not Attending,132,1,60.18,Chennai,Car,Morning,A,Not Checked-In
EVI7EMXR,QRHG8MAX,Engagement,1085,1145,Bike,0,496,0,Family,130,2,Maybe,54,1,34.26,Pondicherry,Bike,Afternoon,A,Not Checked-In
EVZXVVLK,QR3VV7SC,Baby Shower,807,879,Bus,1,284,0,,23,1,Attending,210,1,45.24,Hyderabad,Bike,Morning,B,Not Checked-In
EV2YHMJY,QROZJN62,Wedding,719,714,Car,0,314,0,Family,120,1,Not Attending,281,0,52.32,Madurai,None,Evening,D,Not Checked-In
EVUT3VKM,QRV4CLOS,Engagement,311,366,Car,0,129,0,Single,27,2,Maybe,225,1,22.21,Pondicherry,Car,Morning,C,Not Checked-In
EV8SSGU3,QR30FJXM,Birthday,475,496,Cab,1,219,0,Double,42,1,Attending,195,1,69.67,Trichy,Car,Morning,B,Not Checked-In
EVRZ2LGA,QR6S859G,Baby Shower,1104,1184,Bike,1,397,1,,109,2,Maybe,188,1,17.8,Trichy,None,Evening,A,Not Checked-In
EVXVTCJ8,QRYBM9EQ,Wedding,409,440,Car,1,168,0,Family,93,1,Attending,160,0,55.72,Chennai,None,Afternoon,B,Not Checked-In
EVAT3943,QRNTIURX,Baby Shower,963,1005,Walk,0,256,0,Double,8,3,Attending,128,0,58.96,Tirunelveli,Car,Morning,B,Not Checked-In
EV3T25LO,QRMYR9ON,Engagement,542,572,Bike,0,171,0,Single,59,2,Maybe,195,0,46.42,Chennai,Car,Morning,A,Not Checked-In
EVUVWS9W,QREO108T,Birthday,860,838,Bike,0,274,1,Double,138,0,Not Attending,282,0,17.5,Pondicherry,Car,Morning,D,Not Checked-In
EVA05VC2,QR4DH7UY,Engagement,921,991,Bike,0,452,1,,86,3,Maybe,108,1,28.96,Madurai,Bike,Afternoon,D,Not Checked-In
EVC3LZ5S,QR4YBLUJ,Anniversary,1037,990,Walk,0,401,1,Double,74,1,Maybe,189,1,69.87,Hyderabad,None,Morning,D,Not Checked-In
EV3T84GK,QRTCWM64,Engagement,1029,979,Car,0,468,1,,37,3,Not Attending,44,0,14.77,Salem,Car,Afternoon,B,Not Checked-In
EVGJD8ET,QRPS8TEZ,Wedding,437,462,Walk,0,208,0,Double,141,0,Not Attending,81,0,20.15,Bangalore,Car,Evening,B,Not Checked-In
EVAVXNHS,QRV2RIKA,Birthday,864,889,Bike,1,357,1,Double,148,0,Attending,120,0,69.83,Madurai,None,Morning,A,Not Checked-In
EVW8HZDY,QR30S0WK,Housewarming,846,885,Bus,0,395,0,,15,3,Attending,131,0,13.92,Bangalore,None,Evening,C,Not Checked-In
EVWUKGVR,QRBTVA8R,Wedding,784,748,Bike,0,291,0,Double,50,0,Maybe,281,0,77.86,Tirunelveli,Bike,Afternoon,D,Not Checked-In
EVKG24IW,QRUZVI3T,Birthday,781,789,Cab,0,364,0,Double,12,0,Attending,60,1,31.59,Salem,Car,Evening,A,Not Checked-In
EVEW7E6Q,QR0QAGUI,Anniversary,894,957,Car,1,258,0,Double,79,1,Not Attending,139,1,79.78,Pondicherry,Bike,Afternoon,D,Not Checked-In
EVT4LQFY,QRH5W7LZ,Engagement,713,683,Bus,0,195,1,Single,92,0,Not Attending,5,0,63.64,Hyderabad,None,Morning,B,Not Checked-In
EV0F8R54,QR6MOVWH,Housewarming,609,601,Bike,1,250,1,Single,116,2,Attending,240,0,61.1,Coimbatore,Bike,Evening,A,Not Checked-In
EVBH1RBE,QRK3WJ9D,Birthday,913,866,Car,0,373,0,Family,138,3,Attending,270,0,64.72,Chennai,Car,Morning,D,Not Checked-In
EVNX6SRA,QR6CHB68,Engagement,716,676,Car,1,262,1,,130,2,Maybe,197,1,50.63,Trichy,None,Evening,C,Not Checked-In
EVP8EZD7,QRV261QN,Baby Shower,533,585,Walk,1,249,0,Single,89,3,Maybe,157,0,52.81,Trichy,None,Evening,D,Not Checked-In
EV5B0Z0X,QRPO6URO,Birthday,453,450,Bike,1,206,1,Family,126,2,Not Attending,78,0,32.46,Hyderabad,Car,Evening,D,Not Checked-In
EVSNARIC,QRSMPNXA,Baby Shower,1048,1030,Cab,0,518,1,Single,38,1,Attending,140,1,27.28,Hyderabad,Bike,Afternoon,D,Not Checked-In
EVX6CZPA,QRO46ITK,Baby Shower,386,351,Cab,0,137,1,,102,0,Attending,141,0,67.39,Salem,None,Evening,C,Not Checked-In
EVJQ5Q9B,QRH4Q6PQ,Wedding,1029,1125,Bus,0,375,0,Single,5,1,Not Attending,45,1,48.62,Hyderabad,Bike,Afternoon,D,Not Checked-In
EVVX3XI6,QRAQUC9F,Anniversary,346,339,Cab,0,145,0,Double,59,0,Attending,223,1,74.49,Bangalore,None,Afternoon,B,Not Checked-In
EVDD084F,QR6RSZIX,Anniversary,603,700,Bus,1,182,0,Double,146,0,Not Attending,38,0,52.58,Madurai,Car,Afternoon,A,Not Checked-In
EVTR1W0R,QRBGFN04,Birthday,439,490,Bus,0,147,1,Double,10,1,Not Attending,30,0,55.28,Salem,None,Morning,A,Not Checked-In
EVIC30WL,QRTANN81,Wedding,465,473,Bike,0,142,0,Family,48,0,Attending,188,1,24.01,Coimbatore,Car,Morning,A,Not Checked-In
EVYLQBDL,QRQD688K,Anniversary,917,970,Car,0,271,1,Double,29,3,Maybe,199,1,23.53,Salem,Car,Evening,C,Not Checked-In
EVWC1TEZ,QR35JP2T,Housewarming,1123,1216,Walk,1,488,0,Single,141,0,Attending,78,0,30.46,Hyderabad,Bike,Evening,C,Not Checked-In
EVWV5ANO,QR85GP25,Anniversary,802,812,Bike,1,327,1,Double,45,0,Maybe,104,0,76.66,Madurai,Bike,Morning,D,Not Checked-In
EV2PW4PL,QRA8Q3KM,Baby Shower,568,526,Cab,1,221,0,,62,3,Not Attending,45,1,7.17,Trichy,Car,Evening,B,Not Checked-In
EVJ8UVUH,QR6Q90CZ,Birthday,1190,1275,Walk,1,502,0,Double,66,2,Not Attending,72,0,70.17,Salem,None,Evening,D,Not Checked-In
EVJA7V2P,QRMIBYS6,Baby Shower,511,571,Walk,0,148,1,Single,14,2,Not Attending,210,1,24.44,Salem,None,Evening,B,Not Checked-In
EVUVFE4W,QRBEPQHU,Anniversary,645,692,Bike,1,280,1,,45,1,Maybe,70,0,44.14,Erode,Car,Evening,D,Not Checked-In
EVKPR5NW,QR4D8RME,Engagement,796,842,Walk,0,252,1,,34,3,Maybe,79,0,33.24,Pondicherry,None,Morning,B,Not Checked-In
EVC5EHWU,QR9AM2LH,Engagement,721,752,Car,0,281,0,Double,48,2,Not Attending,99,0,37.3,Hyderabad,Bike,Afternoon,C,Not Checked-In
EVTCS022,QRNCQWEN,Engagement,711,690,Bus,0,196,1,Family,32,1,Maybe,96,0,15.69,Coimbatore,None,Evening,B,Not Checked-In
EV5FO41C,QRF1IU2P,Baby Shower,518,547,Cab,0,240,1,Family,81,1,Attending,29,0,55.98,Tirunelveli,None,Evening,B,Not Checked-In
EVDMSQ8A,QRJU9SQK,Baby Shower,806,838,Bus,0,356,0,Double,0,3,Maybe,214,0,56.17,Salem,None,Morning,B,Not Checked-In
EV73XNBS,QR0HUUAP,Wedding,926,1016,Walk,0,359,1,Family,3,3,Maybe,233,0,23.61,Tirunelveli,Bike,Afternoon,D,Not Checked-In
EV3Q0KPN,QRTVDKW4,Anniversary,380,366,Bus,0,169,0,,49,2,Attending,128,0,23.13,Hyderabad,Car,Afternoon,A,Not Checked-In
EV6WFROC,QRHMUG7V,Housewarming,408,450,Bus,0,187,1,Double,149,0,Attending,172,1,13.7,Tirunelveli,None,Afternoon,C,Not Checked-In
EVG5GZGA,QRTYS2TK,Birthday,779,874,Bus,0,353,1,Double,85,3,Not Attending,240,1,47.65,Chennai,Car,Afternoon,A,Not Checked-In
EVTHPXOR,QRAEMQUB,Engagement,913,912,Bike,0,384,1,Single,21,0,Maybe,6,0,52.81,Chennai,Bike,Afternoon,B,Not Checked-In
EV62Z5KA,QRLP7LZJ,Housewarming,542,570,Bus,0,250,1,Single,112,2,Attending,107,1,79.91,Hyderabad,Bike,Morning,C,Not Checked-In
EVWNZPFF,QRZIO66K,Birthday,508,532,Bus,1,146,1,,63,0,Not Attending,269,1,17.54,Trichy,Bike,Afternoon,D,Not Checked-In
EVN8LREU,QR16DWGZ,Housewarming,990,970,Car,1,301,1,,66,3,Attending,65,0,62.67,Pondicherry,Bike,Afternoon,D,Not Checked-In
EVEROPJ7,QR09GYA4,Baby Shower,405,480,Walk,0,139,1,Double,39,3,Maybe,144,0,70.46,Erode,None,Evening,A,Not Checked-In
EVEN8W5N,QRYZ3M8K,Engagement,313,270,Bus,1,138,1,Family,10,0,Attending,257,0,25.35,Madurai,Bike,Morning,A,Not Checked-In
EVBTQ9X8,QR54H91T,Engagement,891,988,Bike,1,338,1,Double,40,3,Maybe,111,0,57.22,Pondicherry,Bike,Evening,D,Not Checked-In
EVXWTM6R,QR0M06E1,Birthday,642,702,Car,1,176,0,Double,93,0,Attending,161,1,64.66,Hyderabad,Bike,Afternoon,C,Not Checked-In
EVDZUUNG,QRV4P1BL,Birthday,1081,1105,Bike,0,403,0,,143,0,Maybe,245,1,60.22,Pondicherry,Bike,Morning,A,Not Checked-In
EVAQ4DI9,QR2A1FA0,Birthday,832,882,Bike,1,346,0,,38,1,Maybe,235,1,52.14,Chennai,Car,Morning,B,Not Checked-In
EV61PH1D,QRWIZAET,Wedding,732,717,Cab,0,225,0,Single,114,0,Maybe,179,1,63.12,Tirunelveli,None,Afternoon,A,Not Checked-In
EVOTT3HX,QRV7Y6C2,Engagement,420,496,Bike,0,194,0,,2,0,Attending,61,1,69.92,Madurai,Car,Evening,D,Not Checked-In
EVEN5GOF,QRNC7EI3,Birthday,1078,1168,Cab,0,278,1,Double,93,0,Attending,29,1,35.88,Chennai,Bike,Afternoon,D,Not Checked-In
EVTYZ6IP,QR4VWDV8,Engagement,416,390,Cab,0,163,0,Family,8,3,Attending,264,1,36.05,Coimbatore,Bike,Evening,C,Not Checked-In
EVR9NKM4,QRD7ZUHB,Engagement,665,666,Walk,1,235,0,,129,3,Attending,255,0,17.81,Tirunelveli,None,Evening,A,Not Checked-In
EVXDWDQG,QRZTGE4C,Baby Shower,660,670,Cab,0,181,1,Family,105,0,Maybe,261,0,66.21,Salem,Bike,Evening,D,Not Checked-In
EVBRSH3J,QRJDEZKD,Baby Shower,733,795,Car,0,291,1,,5,3,Not Attending,47,1,34.7,Hyderabad,Car,Evening,D,Not Checked-In
EVT0DNIQ,QRRS1ANT,Baby Shower,593,561,Bike,0,168,1,Family,14,3,Maybe,194,1,79.71,Erode,Bike,Afternoon,A,Not Checked-In
EVRRW2YQ,QRMRTFIE,Baby Shower,1061,1126,Bike,1,501,1,,65,0,Attending,162,0,64.1,Pondicherry,Bike,Morning,B,Not Checked-In
EVF0H6I9,QRLLCWPS,Wedding,758,745,Car,0,219,1,Single,97,0,Maybe,298,0,57.89,Chennai,None,Morning,D,Not Checked-In
EVFCNHYF,QR3O04ZA,Baby Shower,440,473,Bike,1,169,0,Double,101,3,Attending,37,1,21.6,Erode,Car,Morning,B,Not Checked-In
EVDKRUDN,QRTEIUHI,Wedding,1185,1259,Bus,1,346,0,Double,112,2,Attending,281,0,59.1,Trichy,Car,Morning,D,Not Checked-In
EVKAEWXW,QR6VP6HW,Engagement,370,331,Car,0,175,1,Double,120,3,Not Attending,150,1,20.93,Erode,Car,Evening,A,Not Checked-In
EVJII892,QRCONYG4,Anniversary,358,327,Bike,0,93,0,Single,115,0,Attending,106,1,49.2,Chennai,Car,Morning,C,Not Checked-In
EVD46ATO,QRFM5DFI,Birthday,468,445,Bus,1,156,0,Family,25,2,Not Attending,91,0,5.55,Trichy,Bike,Afternoon,C,Not Checked-In
EVQIHVY1,QRI2Z3ON,Baby Shower,1124,1213,Bus,1,498,0,,97,3,Not Attending,108,0,5.83,Erode,Bike,Evening,B,Not Checked-In
EVS7GQ76,QRRCMJPF,Anniversary,999,1003,Cab,0,469,1,Single,35,0,Attending,195,0,39.62,Madurai,Car,Morning,D,Not Checked-In
EVTC6O87,QR40ECLD,Birthday,440,481,Bus,0,146,0,Family,49,0,Attending,258,1,11.64,Trichy,Car,Morning,D,Not Checked-In
EVM9Z9TI,QRRSV5TM,Anniversary,1057,1028,Car,0,452,1,Family,79,1,Not Attending,291,1,41.6,Pondicherry,None,Afternoon,D,Not Checked-In
EVH2KCHF,QRZDCXAD,Anniversary,374,373,Bike,1,139,0,Double,120,2,Attending,110,0,68.14,Bangalore,Car,Morning,D,Not Checked-In
EV59HEBL,QRONDTZX,Wedding,743,813,Car,0,255,0,Double,62,1,Not Attending,112,0,69.4,Tirunelveli,Car,Afternoon,A,Not Checked-In
EVCUPXIU,QRGA93G9,Birthday,719,758,Cab,0,248,1,Family,116,3,Maybe,99,0,27.78,Coimbatore,Bike,Evening,D,Not Checked-In
EV1PRYZA,QRVYSRX9,Birthday,1061,1100,Bike,0,288,1,Double,61,1,Attending,264,1,79.28,Madurai,Bike,Morning,B,Not Checked-In
EVB8R8HM,QRR14MO6,Wedding,997,1015,Bike,1,488,0,Single,17,2,Attending,258,1,23.71,Erode,Bike,Afternoon,B,Not Checked-In
EVLG25D1,QRKPKQBP,Wedding,785,836,Walk,1,376,1,Family,63,2,Maybe,144,0,15.04,Hyderabad,None,Evening,B,Not Checked-In
EV2WIUK8,QRNH6ACP,Engagement,943,972,Cab,0,304,0,Single,63,2,Not Attending,225,1,21.67,Erode,None,Morning,A,Not Checked-In
EVA0APFL,QRUW1ITS,Engagement,1053,1056,Cab,1,512,0,,108,3,Maybe,133,0,39.51,Tirunelveli,Bike,Evening,A,Not Checked-In
EV7TO87A,QRGKKPV7,Baby Shower,990,1052,Bus,1,430,1,Single,107,1,Maybe,74,0,39.01,Trichy,None,Evening,A,Not Checked-In
EV1G66FL,QR9JRZD8,Wedding,1096,1057,Car,0,459,1,Double,104,3,Maybe,55,0,44.99,Coimbatore,Bike,Afternoon,B,Not Checked-In
EV4PWTIJ,QROEFZ50,Engagement,620,626,Bike,0,253,0,Single,103,1,Maybe,232,0,16.61,Trichy,None,Afternoon,A,Not Checked-In
EVO8LE0W,QRA97OJC,Birthday,375,465,Bus,1,153,0,Double,78,0,Not Attending,154,1,14.77,Bangalore,Car,Evening,C,Not Checked-In
EV4FU6K0,QREWYCFO,Baby Shower,730,779,Bike,1,191,0,Single,26,3,Maybe,107,1,10.1,Trichy,Car,Morning,D,Not Checked-In
EV9K317R,QRYBLUO5,Birthday,450,472,Car,0,157,0,Family,66,0,Maybe,26,0,8.79,Salem,Bike,Evening,C,Not Checked-In
EV16OWVY,QRACGJ29,Wedding,1075,1148,Cab,0,407,1,Double,47,2,Not Attending,98,0,22.02,Coimbatore,Car,Evening,C,Not Checked-In
EVDVX2MV,QRW2UQIR,Birthday,1010,1016,Car,1,344,0,Double,133,3,Not Attending,215,1,29.98,Pondicherry,None,Evening,B,Not Checked-In
EVVDKG3K,QRVD287X,Baby Shower,616,705,Bike,0,190,1,,142,1,Not Attending,44,0,45.73,Hyderabad,Bike,Afternoon,C,Not Checked-In
EVKHHEYM,QRSO5PDO,Baby Shower,794,793,Bike,1,315,1,Family,26,1,Maybe,227,1,65.17,Salem,Bike,Morning,D,Not Checked-In
EV4TTK57,QR1GSF3F,Wedding,981,936,Walk,1,266,1,Double,131,0,Attending,36,1,34.77,Erode,Car,Morning,B,Not Checked-In
EV7G6CLU,QR1KPF47,Engagement,604,596,Car,0,181,1,Double,127,3,Attending,292,1,24.19,Bangalore,None,Morning,C,Not Checked-In
EV13D729,QRFVWZV8,Housewarming,948,1007,Cab,0,239,0,,125,1,Not Attending,6,0,48.59,Bangalore,Car,Morning,B,Not Checked-In
EVVL39BE,QR4BSH9A,Engagement,555,601,Cab,0,258,0,Double,6,2,Maybe,261,0,74.41,Trichy,None,Morning,A,Not Checked-In
EVU1RBPH,QRWKZ4PC,Anniversary,1148,1178,Car,1,297,0,Family,14,3,Maybe,163,0,58.4,Pondicherry,None,Morning,B,Not Checked-In
EVU5DAHE,QR7FKRBJ,Housewarming,596,593,Cab,1,262,0,Double,148,1,Attending,103,1,71.54,Tirunelveli,Bike,Evening,B,Not Checked-In
EVA1G1W8,QRMSGWXM,Baby Shower,1004,1047,Car,0,470,1,,80,1,Attending,287,1,47.1,Hyderabad,Bike,Evening,C,Not Checked-In
EVTVYYRY,QRZ4B4D2,Wedding,1082,1167,Walk,0,368,1,Family,122,3,Not Attending,99,0,52.79,Pondicherry,Car,Morning,B,Not Checked-In
EV5TQVV3,QRZ76TZE,Housewarming,627,701,Cab,0,230,1,Double,21,1,Attending,23,0,33.81,Erode,Car,Evening,B,Not Checked-In
EVG77GJQ,QRLW1ZW8,Baby Shower,387,390,Cab,1,167,1,Single,0,3,Not Attending,291,0,42.42,Salem,Car,Morning,A,Not Checked-In
EVXYOYMY,QREZ8Z1J,Wedding,1101,1102,Bike,0,374,0,,71,2,Not Attending,160,1,44.37,Pondicherry,Car,Morning,B,Not Checked-In
EVD3ONK9,QRY86F6P,Wedding,827,803,Cab,1,356,0,Single,64,3,Maybe,131,1,15.85,Madurai,Car,Afternoon,C,Not Checked-In
EV79KYNP,QR9LEW2A,Engagement,853,920,Cab,0,238,0,Double,10,0,Not Attending,40,1,45.74,Hyderabad,Car,Evening,C,Not Checked-In
EVAUHUJA,QR62FNPP,Engagement,482,545,Walk,1,162,0,Double,148,1,Maybe,246,1,69.32,Hyderabad,Car,Evening,D,Not Checked-In
EV08H08S,QRQ3WNPR,Birthday,711,682,Bike,0,263,0,,114,1,Attending,21,1,13.52,Coimbatore,None,Evening,D,Not Checked-In
EVVDHOLL,QR0XFCKR,Anniversary,799,766,Car,0,250,0,,59,1,Maybe,217,0,53.31,Madurai,Bike,Evening,C,Not Checked-In
EV4AS78X,QRSNBOJA,Anniversary,435,398,Bike,1,185,0,Family,115,2,Maybe,172,1,32.55,Chennai,Bike,Evening,A,Not Checked-In
EVL8EK8G,QRY6ZMFH,Anniversary,1050,1038,Bike,1,482,1,Double,52,2,Maybe,187,0,44.83,Madurai,None,Evening,A,Not Checked-In
EV53ZMMA,QR8A1912,Anniversary,525,562,Walk,1,185,1,Double,102,2,Maybe,187,0,45.72,Coimbatore,Car,Morning,A,Not Checked-In
EV676WIL,QR2QPKZL,Birthday,1132,1104,Walk,1,508,0,Family,104,2,Attending,139,1,13.86,Madurai,Bike,Afternoon,D,Not Checked-In
EVUYC1OF,QRXHGIRX,Birthday,1183,1213,Cab,0,396,1,Family,8,0,Attending,59,1,79.69,Tirunelveli,Bike,Morning,A,Not Checked-In
EVBQ829W,QRRDDLWT,Engagement,574,559,Cab,1,243,1,,139,0,Maybe,216,0,66.6,Coimbatore,Car,Morning,B,Not Checked-In
EV4WRN12,QRT7N7QK,Wedding,553,606,Bike,0,269,0,,22,1,Maybe,263,1,25.42,Coimbatore,Car,Evening,A,Not Checked-In
EVYW2Z14,QRDMAUD8,Baby Shower,851,850,Car,1,326,0,Double,111,2,Not Attending,152,1,73.46,Bangalore,None,Afternoon,B,Not Checked-In
EVPKUKTZ,QRR5B7LJ,Baby Shower,363,417,Bike,1,159,1,Family,134,0,Attending,241,0,36.08,Pondicherry,Car,Evening,D,Not Checked-In
EV6UG0VT,QR3QB38G,Engagement,341,391,Bus,1,163,0,Family,3,2,Not Attending,200,1,29.07,Hyderabad,None,Afternoon,B,Not Checked-In
EVIL1RG7,QRUXQ3R3,Anniversary,437,522,Car,1,186,0,Single,93,0,Not Attending,192,0,58.75,Hyderabad,Bike,Morning,A,Not Checked-In
EVYE9DNI,QRGZUF4A,Wedding,658,635,Car,0,300,0,Family,78,3,Attending,286,0,39.74,Chennai,Bike,Afternoon,B,Not Checked-In
EVSI8L65,QRTOIX4V,Baby Shower,1172,1124,Car,1,405,1,Family,54,0,Maybe,219,1,23.54,Trichy,Car,Morning,C,Not Checked-In
EVT8GZUV,QRCSKJV3,Baby Shower,1041,1059,Car,0,271,0,Double,71,3,Not Attending,141,1,35.06,Tirunelveli,Bike,Evening,A,Not Checked-In
EVIMZA5S,QRXUIYW6,Baby Shower,365,421,Bike,1,174,0,Single,80,2,Attending,223,0,51.72,Chennai,None,Afternoon,A,Not Checked-In
EVV0EWHY,QR17MXHR,Engagement,309,281,Car,1,145,1,Double,12,1,Not Attending,158,0,24.09,Pondicherry,Bike,Afternoon,C,Not Checked-In
EVDGJ0W7,QR1LGTRT,Baby Shower,502,496,Walk,1,132,1,Single,127,0,Maybe,288,1,71.91,Bangalore,Bike,Morning,B,Not Checked-In
EV8CVM89,QRWZIKS2,Engagement,565,570,Walk,1,149,1,,114,3,Not Attending,2,0,46.44,Trichy,None,Evening,D,Not Checked-In
EV3KPGJ9,QRZ87SAS,Engagement,1021,1080,Bus,0,286,1,Double,19,2,Not Attending,141,1,9.06,Bangalore,Bike,Evening,D,Not Checked-In
EVP5R8DM,QRGYIFS4,Housewarming,1097,1119,Bike,1,481,1,Family,138,3,Not Attending,108,1,23.49,Chennai,None,Evening,A,Not Checked-In
EVHNMH09,QRZ0CHDT,Baby Shower,872,822,Cab,0,435,0,Single,35,1,Attending,67,0,77.72,Hyderabad,Car,Evening,D,Not Checked-In
EVTKDOGM,QRZMA6M9,Birthday,1169,1227,Car,0,419,0,Family,131,0,Attending,77,1,42.43,Pondicherry,None,Afternoon,A,Not Checked-In
EV4GUYXV,QRUUOSRA,Housewarming,985,962,Bus,0,478,1,Double,14,3,Maybe,56,0,15.78,Tirunelveli,Car,Afternoon,A,Not Checked-In
EVSCKJ6Z,QRH7CEYB,Baby Shower,556,644,Walk,0,165,1,Family,93,0,Maybe,89,1,45.94,Chennai,Car,Afternoon,C,Not Checked-In
EVX0IS8Q,QRD9903L,Anniversary,642,715,Bike,1,308,0,Family,131,2,Not Attending,269,1,71.74,Tirunelveli,Bike,Afternoon,C,Not Checked-In
EVMONCJM,QRRPDN3T,Housewarming,308,358,Bus,0,137,1,Double,123,1,Maybe,174,1,18.2,Coimbatore,Car,Evening,D,Not Checked-In
EV493RRS,QRJN7GWN,Housewarming,1037,1021,Cab,1,437,1,Single,129,3,Attending,271,1,34.06,Erode,Car,Evening,D,Not Checked-In
EVXGFIZ2,QR8GDELZ,Baby Shower,964,932,Walk,1,299,0,Family,120,0,Not Attending,151,1,55.19,Hyderabad,Car,Afternoon,D,Not Checked-In
EVNOGHQP,QRDW2T7W,Housewarming,863,908,Bus,1,430,1,,112,1,Maybe,273,0,12.57,Madurai,None,Afternoon,C,Not Checked-In
EVTMDHT2,QR3KVU46,Engagement,1006,1074,Bus,0,280,0,Family,112,0,Not Attending,201,1,64.53,Bangalore,Car,Morning,C,Not Checked-In
EVAW7XBQ,QRIDPTJM,Baby Shower,1151,1187,Walk,1,336,0,,76,1,Maybe,245,0,24.06,Salem,Car,Morning,D,Not Checked-In
EV2G22F1,QR7NUOTI,Baby Shower,1128,1211,Walk,1,468,0,Single,80,0,Maybe,77,1,68.43,Salem,None,Afternoon,B,Not Checked-In
EV2FF4PU,QRWY39LZ,Baby Shower,889,866,Cab,0,225,1,Family,107,0,Attending,126,0,75.37,Bangalore,Car,Morning,B,Not Checked-In
EVCLKPTG,QRTSK1MN,Anniversary,786,766,Cab,0,309,0,Double,14,1,Not Attending,64,1,26.87,Madurai,Car,Morning,B,Not Checked-In
EVHG0UTV,QRFYC6DS,Anniversary,452,544,Cab,1,181,1,,129,1,Not Attending,32,1,39.37,Hyderabad,Car,Evening,B,Not Checked-In
EVCFLETO,QRUABC57,Housewarming,385,404,Bus,0,132,1,,135,3,Attending,129,1,53.85,Coimbatore,None,Evening,A,Not Checked-In
EVQ3PE1V,QRZQEKM7,Birthday,467,443,Bike,1,155,0,Double,111,2,Not Attending,159,0,26.07,Salem,Bike,Morning,A,Not Checked-In
EVKRNV10,QRH2E1D7,Wedding,853,892,Cab,1,286,0,Double,73,3,Not Attending,188,0,61.62,Chennai,Car,Evening,B,Not Checked-In
